@relation set-sample

@attribute question string
@attribute class {rsp1, rsp2, rsp3, rsp4, rsp5, rsp6, rsp7, rsp8, rsp9, rsp10, rsp11, rsp12, rsp13 ,rsp14, rsp15, rsp16, rsp17, rsp18, rsp19, rsp20, rsp21, rsp22, rsp23, rsp24, rsp25, rsp26, rsp27, rsp28 ,rsp29, rsp30, rsp31, rsp32, rsp33, rsp34, rsp35, rsp36, rsp37, rsp38, rsp39, rsp40, rsp41, rsp42, rsp43, rsp44, rsp45, rsp46, rsp47, rsp48, rsp49, rsp50, rsp51, rsp52, rsp53, rsp54, rsp55, rsp56, rsp57, rsp58, rsp59, rsp60, rsp61, rsp62, rsp63, rsp64, rsp65, rsp66, rsp67, rsp68, rsp69, rsp70, rsp71, rsp72, rsp73, rsp74, rsp75, rsp76, rsp77, rsp78, rsp79, rsp80, rsp81, rsp82, rsp83, rsp84, rsp85, rsp86, rsp87, rsp88, rsp89, rsp90, rsp91, rsp92, rsp93, rsp94, rsp95, rsp96, rsp97, rsp98, rsp99, rsp100 ,rsp101, rsp103, rsp104, rsp105, rsp106, rsp107, rsp108, rsp109, rsp110, rsp111, rsp112, rsp113, rsp115, rsp116, rsp117, rsp118}

@data
'Okul kayıtları için ne kadar sürem kaldı',rsp66
'Üniversiye kayıtlar hangi tarihler arasında yapılıyor',rsp66
'Okula kayıtların başlangıç tarihi ne zaman',rsp66
'Üniversiteye kayıtların bitiş tarihi nedir',rsp66
'Üniversiteye kayıtlar en son ne zaman yapılıyor',rsp66
'Üniversiteye kayıtlar hangi gün başlıyor',rsp66
'Üniversiteye kayıtlar hangi gün bitiyor',rsp66
'Üniversiteye kayıtlar hangi ay başlayacak',rsp66
'Üniversiteye kayıt tarihleri hakkında bilgi alabilir miyim',rsp66
'Üniversiteye kayıt için ne zaman okula gideceğim',rsp66
'Üniversiteye kayıt ne kadar vaktim kaldı',rsp66
'Okula kayıtlar ne vakit başlayacak',rsp66
'Akademik takvime nasıl ulaşabilirim',rsp67
'Akademik takvim sitede nerede',rsp67
'Akademik takvimi nereden görebilirim',rsp67
'Akademik takvime nereden bakabilirim',rsp67
'Bölümümün akademik takvimi nerede',rsp67
'Akademik takvime nereden ulaşacağım',rsp67
'Akademik takvim okulun sitesinde var mı',rsp67
'Akademik takvim üniversitenin sitesinde var mı',rsp67
'Akademik takvimi nasıl bulabilirim',rsp67
'Akademik takvim üniversitenin sitesinde nerede',rsp67
'Akademik takvime hangi siteden gireceğim',rsp67
'Akademik takvimi görmek istiyorum',rsp67
'Akademik takvim için link alabilir miyim',rsp67
'Akademik takvim için bağlantı alabilir miyim',rsp67
'Akademik takvim nerede',rsp67
'Bu senenin akademik takvimi hakkında bilgi alabilir miyim',rsp67
'Bu senenin akademik takvimini görebilir miyim',rsp67
'Bölümümün akademik takvimine nasıl ulaşabilirim',rsp67
'Bu yılın akademik takvimini görmek istiyorum',rsp67
'Bölümümün akademik takvimini üniversitenin sitesinden öğrenebilir miyim',rsp67
'Bu öğretim yılının akademik takvimi hakkında bilgiye nereden ulaşabilirim',rsp67
'Kayıtlanma şekli',rsp68
'Okula nasıl kayıt olabilirim',rsp68
'Okula hangi yollarla kayıt olabilirim',rsp68
'Okula internetten kayıt olabilir miyim',rsp68
'Üniversiteye kaydımı nasıl yaparım',rsp68
'Okula e devletten kaydımı yapabilir miyim',rsp68
'Okula e devletten kayıt yapılabiliyor mu',rsp68
'Okula e devletten kaydımı yapabilir miyim',rsp68
'Okula kayıt için bir başkası yerime gelebilir mi',rsp68
'Üniversite kaydı sadece okula gidilerek mi yapılıyor',rsp68
'Üniversite kaydı okula gidilmeden yapılabiliyor mu',rsp68
'Okula kaydımı annem yapabilir mi',rsp68
'Okula kaydımı babam yapabilir mi',rsp68
'Okula kaydımı kardeşim yapabilir mi',rsp68
'Okula kaydımı abim yapabilir mi',rsp68
'Okula kaydımı ben mi yapmak zorundayım',rsp68
'Okula gitmeden kaydımı yapabilir miyim',rsp68
'Üniversite kayıtları nasıl yapılır',rsp68
'Üniversiteye e kayıt yapabilir miyim',rsp68
'Üniversiteye kayıt nereden yapılır',rsp68
'Üniversiteye kayıt online yapılabilir mi',rsp68
'Üniversiteye kaydımı hangi siteden yapacağım',rsp68
'Okula kaydımı yaptırmak için nereye gitmeliyim',rsp68
'Üniversite nasıl kayıt yaptırılır bilgi alabilir miyim',rsp68
'Oğlumu üniversiteye nasıl kaydettireceğiz',rsp68
'Kızımı üniversiteye nasıl kaydettireceğiz',rsp68
'Çocuğumu üniversiteye nasıl kaydettireceğimi öğrenebilir miyim',rsp68
'Kayıt yenileme tarihleri',rsp69
'Kayıt yenileme tarihleri için kaç gün kaldı',rsp69
'Kayıt yenileme tarihleri ne zaman',rsp69
'Kayıt yenileme tarihleri ne zaman başlıyor',rsp69
'Kayıt yenileme tarihleri ne zaman bitiyor',rsp69
'Kayıt yenileme tarihlerini nereden görebilirim',rsp69
'Kayıt yenileme tarihlerine nereden bakabilirim',rsp69
'Kayıt yenileme tarihleri nerede yazıyor',rsp69
'Kayıt yenileme tarihleri okulun sitesinde var mı',rsp69
'Kayır yenileme ne zaman başlayacak',rsp69
'Kayıt yenileme için ne zaman işlem yapacağım',rsp69
'Kaydımı ne zaman yenileyeceğim',rsp69
'Kayıt yenileme ne vakit başlıyor',rsp69
'Kayıt yenileme hangi gün başlıyor',rsp69
'Kayıt yenileme hangi ay başlayacak',rsp69
'Kayıt yenileme hangi gün bitecek',rsp69
'Kayıt yenileme son günü ne zaman',rsp69
'Kayıt yenileme tarihleri hakkında bilgi alabilir miyim',rsp69
'Kayıt yenileme için ne kadar vaktim var',rsp69
'Kayıt yenileme başlangıç tarihini ne zaman',rsp69
'Kayıt yenilemeyi ne zaman yapacağım',rsp69
'Kayıt yenileme hangi tarihlerde yapılır',rsp69
'Kayıt yenileme en son ne zaman yapılabilir',rsp69
'Mazeretli kayıt tarihleri',rsp70
'Mazeretli kayıt tarihleri ne zaman',rsp70
'Mazeretli kayıt tarihleri ne zaman başlıyor',rsp70
'Mazeretli kayıt tarihleri ne zaman bitiyor',rsp70
'Mazeretli kayıt tarihlerini nereden görebilirim',rsp70
'Mazeretli kayıt tarihlerine nereden bakabilirim',rsp70
'Mazeretli kayıtlar ne zaman başlayacak',rsp70
'Mazeretli kayıt tarihlerei nerede yazıyor',rsp70
'Mazeretli kayıtların başlangıç tarihi nedir',rsp70
'Mazeretli kayıtlar ne vakit başlıyor',rsp70
'Mazeretli kayıt başvuru tarihleri ne zaman',rsp70
'Mazeretli kayıt tarihleri hangi gün başlıyor',rsp70
'Mazeretli kayıt tarihleri hangi ay başlayacak',rsp70
'Mazeretli kayıt tarihleri hakkında bilgi alabilir miyim',rsp70
'Okulumun mazeretli kayıt tarihleri nedir',rsp70
'Mazeretli kayıtlar hangi tarihlerde yapılıyor',rsp70
'Mazeretli kayıtlar en son ne zaman yapılıyor',rsp70
'Mazeretli kayıtlar hangi tarihler arasındadır',rsp70
'Mazeretli kayıtlar için ne zamana kadar vaktim var',rsp70
'Mazeretli kayıtların son günü ne',rsp70
'Mazeretli kayıtlar için en son hangi gün işlem yapabilirim',rsp70
'Mazeretli kayıtların tarihlerine nereden ulaşabilirim',rsp70
'Mazeretli kayıtların tarihlerini öğrenebileceğim bir link alabilir miyim',rsp70
'Nasıl ders değiştirebilirim',rsp71
'Seçtiğim bir dersi nasıl değiştirebilirim',rsp71
'Ders seçimi yaptıktan sonra bir dersi nasıl değiştirebilirim',rsp71
'Ders seçimlerim onaylandıktan sonra nasıl değiştirebilirim',rsp71
'Derslerim danışman tarafından onaylandıktan sonra değiştirme şansım var mı',rsp71
'Seçtiğim bir ders onaylandıktan sonra değiştirebiliyor muyum',rsp71
'Ders seçiminden sonra onaylanan dersi değiştirmek için ne yapmam gerekir',rsp71
'Danışman tarafından onaylanan dersler değiştirilebilir mi',rsp71
'Daha önceden seçtiğim bir dersi bir başkasıyla değiştirebilir miyim',rsp71
'Seçtiğim bir dersi değiştirmek için ne yapmalıyım',rsp71
'Seçmeli bir dersi nasıl değiştirebilirim',rsp71
'Alan içi bir dersi değiştirmem mümkün mü',rsp71
'Bölüm dersleri değiştirilebilir mi',rsp71
'Seçtiğim derslerden değişitirmek istediklerim var kime mail atmalıyım',rsp71
'Değiştirmek istediğim dersler için kiminle görüşmeliyim',rsp71
'Asistanlar ders değiştirebilir mi',rsp71
'Hocayla görüşüp seçtiğim dersi değiştirebilir miyim',rsp71
'Aldığım ders yerine başka bir ders almak istiyorum ne yapmalıyım',rsp71
'Ders seçimimi değiştirmenin bir yolu var mı',rsp71
'Onaylanan dersleri güncelleyebilir miyim',rsp71
'Derslerim onaylanmış ama ben değiştirmek istiyorum ne yapmalıyım',rsp71
'DD nasıl DB ye döner',rsp72
'DD olan bir ders nasıl DB ye döner',rsp72
'DD aldığım bir dersi nasıl DB ye çevirebilirim',rsp72
'Notu DD olan bir dersi geçer nota çevirebilme imkanım var mı',rsp72
'Notu DD olan dersi DB ye çevirmem için not ortalamamın kaç olması gerekir',rsp72
'Notu DD olan dersi DB ye çevirmem için genel not ortalamamın kaç olması gerekir',rsp72
'Notu DD olan dersi geçme imkanım var mı',rsp72
'DD olan dersi nasıl geçebilirim',rsp72
'DD notumu nasıl geçer nota çevirebilirim',rsp72
'Notu DD olan dersi geçmek için not ortalamam kaç olmalı',rsp72
'Bir dersi notu DD iken geçebilme şansım var mı',rsp72
'DD olan dersi geçmem için dönem ortamamın kaç olması lazım',rsp72
'Şartlı geçiş yapmak için not ortalamam kaç olmalı',rsp72
'Koşullu geçiş yapmak için not ortalamam kaç olmalı',rsp72
'Bir dersten notun DD nasıl geçerim',rsp72
'DD aldığım dersin bütünlemesine girmeden geçebilir miyim',rsp72
'DD den DB ye dönüşüm',rsp72
'DB ye dönüşüm nasıl oluyor',rsp72
'Bütünleme sınavı sonunda DD aldığım bir dersi geçebilir miyim',rsp72
'DD alınan dersin bütünlemesine girmek zorunlu mu',rsp72
'DD aldığım bir dersi bütünlemede FF getirdim hangisi geçerli olur',rsp72
'Başarı notu DD olan bir dersim var bu dersi nasıl geçeceğim',rsp72
'Ders muafiyeti için ne yapmam gerekiyor?',rsp73
'Ders muafiyeti için ne gerekli?',rsp73
'Ders muafiyeti yapmak istiyorum.',rsp73
'Bazı derslerden muaf olmak istiyorum.',rsp73
'Muafiyet için ne lazım?',rsp73
'Ders muafiyeti için ne lazım?',rsp73
'Önceden aldığım derslerden muaf olmak için ne yapmalıyım?',rsp73
'Önceden aldığım derslerden muaf olmak istiyorum',rsp73
'Önceden aldığım derslerden muaf olabilir miyim?',rsp73
'Önceden aldığım dersleri tekrar almak istemiyorum.',rsp73
'Önceden aldığım dersleri tekrar almamak için ne yapmalıyım?',rsp73
'Önceden aldığım dersleri kesebilir miyim?',rsp73
'Önceden aldığım dersleri saydırabilir miyim?',rsp73
'Muafiyet itirazı nasıl yapılır?',rsp74
'Muafiyet itirazı nasıl olur?',rsp74
'Muafiyet itirazı yapmak istiyorum.',rsp74
'Muafiyet itirazı için ne lazım?',rsp74
'Muafiyet itirazı için ne gerekli?',rsp74
'Muafiyet dilekçem geri çevrildi.',rsp74
'Muafiyet dilekçem geri çevrildi,  ne yapmam lazım?',rsp74
'Muafiyet dilekçem geri çevrildi,  ne yapmalıyım?',rsp74
'Muafiyet dilekçem geri çevrildi, şimdi ne yapmalıyım?',rsp74
'Muafiyet dilekçem geri çevrildi, şimdi ne yapmam lazım?',rsp74
'Muafiyet dilekçem geri çevrildi,  itiraz edebilir miyim?',rsp74
'Muafiyet dilekçem geri çevrildi, nasıl itiraz etmeliyim?',rsp74
'Muafiyet dilekçem geri çevrildi, tekrar dilekçe verebilir miyim?',rsp74
'Muafiyet dilekçem geri çevrildi, yeniden dilekçe verebilir miyim?',rsp74
'Muafiyet isteğim geri çevrildi.',rsp74
'Muafiyet isteğim geri çevrildi,  ne yapmam lazım?',rsp74
'Muafiyet isteğim geri çevrildi,  ne yapmalıyım?',rsp74
'Muafiyet isteğim geri çevrildi, şimdi ne yapmalıyım?',rsp74
'Muafiyet isteğim geri çevrildi, şimdi ne yapmam lazım?',rsp74
'Muafiyet isteğim geri çevrildi,  itiraz edebilir miyim?',rsp74
'Muafiyet isteğim geri çevrildi, nasıl itiraz etmeliyim?',rsp74
'Muafiyet isteğim geri çevrildi, tekrar dilekçe verebilir miyim?',rsp74
'Muafiyet isteğim geri çevrildi, yeniden dilekçe verebilir miyim?',rsp74
'Muafiyet dilekçem reddedildi.',rsp74
'Muafiyet dilekçem reddedildi,  ne yapmam lazım?',rsp74
'Muafiyet dilekçem reddedildi,  ne yapmalıyım?',rsp74
'Muafiyet dilekçem reddedildi, şimdi ne yapmalıyım?',rsp74
'Muafiyet dilekçem reddedildi, şimdi ne yapmam lazım?',rsp74
'Muafiyet dilekçem reddedildi, itiraz edebilir miyim?',rsp74
'Muafiyet dilekçem reddedildi, nasıl itiraz etmeliyim?',rsp74
'Muafiyet dilekçem reddedildi, tekrar dilekçe verebilir miyim?',rsp74
'Muafiyet dilekçem reddedildi, yeniden dilekçe verebilir miyim?',rsp74
'Muafiyet isteğim reddedildi.',rsp74
'Muafiyet isteğim reddedildi,  ne yapmam lazım?',rsp74
'Muafiyet isteğim reddedildi,  ne yapmalıyım?',rsp74
'Muafiyet isteğim reddedildi, şimdi ne yapmalıyım?',rsp74
'Muafiyet isteğim reddedildi, şimdi ne yapmam lazım?',rsp74
'Muafiyet isteğim reddedildi, itiraz edebilir miyim?',rsp74
'Muafiyet isteğim reddedildi, nasıl itiraz etmeliyim?',rsp74
'Muafiyet isteğim reddedildi, tekrar dilekçe verebilir miyim?',rsp74
'Muafiyet isteğim reddedildi, yeniden dilekçe verebilir miyim?',rsp74
'Muafiyet isteğim reddedildi, yeniden dilekçe verebilir miyim?',rsp74
'Muafiyet isteğime itiraz edildi, ne yapmam lazım?',rsp74
'Muafiyet isteğime itiraz edildi,  ne yapmalıyım?',rsp74
'Muafiyet isteğime itiraz edildi, şimdi ne yapmalıyım?',rsp74
'Muafiyet isteğime itiraz edildi, şimdi ne yapmam lazım?',rsp74
'Muafiyet isteğime itiraz edildi, itiraz edebilir miyim?',rsp74
'Muafiyet isteğime itiraz edildi, nasıl itiraz etmeliyim?',rsp74
'Muafiyet isteğime itiraz edildi, tekrar dilekçe verebilir miyim?',rsp74
'Muafiyet isteğime itiraz edildi, yeniden dilekçe verebilir miyim?',rsp74
'Muafiyet dilekçeme itiraz edildi, ne yapmam lazım?',rsp74
'Muafiyet dilekçeme itiraz edildi,  ne yapmalıyım?',rsp74
'Muafiyet dilekçeme itiraz edildi, şimdi ne yapmalıyım?',rsp74
'Muafiyet dilekçeme itiraz edildi, şimdi ne yapmam lazım?',rsp74
'Muafiyet dilekçeme itiraz edildi, itiraz edebilir miyim?',rsp74
'Muafiyet dilekçeme itiraz edildi, nasıl itiraz etmeliyim?',rsp74
'Muafiyet dilekçeme itiraz edildi, tekrar dilekçe verebilir miyim?',rsp74
'Muafiyet dilekçeme itiraz edildi, yeniden dilekçe verebilir miyim?',rsp74
'Muafiyet isteğime itiraz geldi, ne yapmam lazım?',rsp74
'Muafiyet isteğime itiraz geldi,  ne yapmalıyım?',rsp74
'Muafiyet isteğime itiraz geldi, şimdi ne yapmalıyım?',rsp74
'Muafiyet isteğime itiraz geldi, şimdi ne yapmam lazım?',rsp74
'Muafiyet isteğime itiraz geldi, itiraz edebilir miyim?',rsp74
'Muafiyet isteğime itiraz geldi, nasıl itiraz etmeliyim?',rsp74
'Muafiyet isteğime itiraz geldi, tekrar dilekçe verebilir miyim?',rsp74
'Muafiyet isteğime itiraz geldi, yeniden dilekçe verebilir miyim?',rsp74
'Muafiyet dilekçeme itiraz geldi, ne yapmam lazım?',rsp74
'Muafiyet dilekçeme itiraz geldi,  ne yapmalıyım?',rsp74
'Muafiyet dilekçeme itiraz geldi, şimdi ne yapmalıyım?',rsp74
'Muafiyet dilekçeme itiraz geldi, şimdi ne yapmam lazım?',rsp74
'Muafiyet dilekçeme itiraz geldi, itiraz edebilir miyim?',rsp74
'Muafiyet dilekçeme itiraz geldi, nasıl itiraz etmeliyim?',rsp74
'Muafiyet dilekçeme itiraz geldi, tekrar dilekçe verebilir miyim?',rsp74
'Muafiyet dilekçeme itiraz geldi, yeniden dilekçe verebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim geri çevrildi,ne yapmam lazım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim geri çevrildi,şimdi ne yapmalıyım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim geri çevrildi,şimdi ne yapmam lazım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim geri çevrildi,itiraz edebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim geri çevrildi,nasıl itiraz etmeliyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim geri çevrildi,tekrar dilekçe verebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim geri çevrildi,yeniden dilekçe verebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim reddedildi,ne yapmam lazım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim reddedildi,şimdi ne yapmalıyım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim reddedildi,şimdi ne yapmam lazım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim reddedildi,itiraz edebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim reddedildi,nasıl itiraz etmeliyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim reddedildi,tekrar dilekçe verebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim reddedildi,yeniden dilekçe verebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz edildi,ne yapmam lazım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz edildi,şimdi ne yapmalıyım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz edildi,şimdi ne yapmam lazım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz edildi,itiraz edebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz edildi,nasıl itiraz etmeliyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz edildi,tekrar dilekçe verebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz edildi,yeniden dilekçe verebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz geldi,ne yapmam lazım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz geldi,şimdi ne yapmalıyım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz geldi,şimdi ne yapmam lazım?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz geldi,itiraz edebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz geldi,nasıl itiraz etmeliyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz geldi,tekrar dilekçe verebilir miyim?',rsp74
'Önceden aldığım dersleri tekrar almamak için dilekçe vermiştim itiraz geldi,yeniden dilekçe verebilir miyim?',rsp74
'Kayıt silmek istiyorum.',rsp75
'Kayıt silmek istiyorum, ne yapmalıyım?',rsp75
'Kayıt silmek istiyorum, ne yapmam lazım?',rsp75
'Kayıt silmek istiyorum, şimdi ne yapmalıyım?',rsp75
'Kayıt silmek istiyorum, şimdi ne yapmam lazım?',rsp75
'Kayıt silmek istiyorum, nasıl yapmam gerekiyor?',rsp75
'Kayıt silmek istiyorum, nasıl yapmalıyım?',rsp75
'Kayıt silmek istiyorum, nasıl olur?',rsp75
'Kayıt silme işi için ne yapmalıyım?',rsp75
'Kayıt silme işi için ne yapmam lazım?',rsp75
'Kayıt silme işi için şimdi ne yapmalıyım?',rsp75
'Kayıt silme işi için şimdi ne yapmam lazım?',rsp75
'Kayıt silme işini nasıl yapmam gerekiyor?',rsp75
'Kayıt silme işini nasıl yapmalıyım?',rsp75
'Kayıt silme işi nasıl olur?',rsp75
'Kayıt silme işlemi için ne yapmalıyım?',rsp75
'Kayıt silme işlemi için ne yapmam lazım?',rsp75
'Kayıt silme işlemi için şimdi ne yapmalıyım?',rsp75
'Kayıt silme işlemi için şimdi ne yapmam lazım?',rsp75
'Kayıt silme işlemi nasıl gerçekleşir?',rsp75
'Kayıt silme işini nasıl yapmam gerekiyor?',rsp75
'Kayıt silme işini nasıl yapmalıyım?',rsp75
'Kayıt silme işi nasıl olur?',rsp75
'Kaydımı silmek istiyorum.',rsp75
'Kaydımı silmek istiyorum, ne yapmalıyım?',rsp75
'Kaydımı silmek istiyorum, ne yapmam lazım?',rsp75
'Kaydımı silmek istiyorum, şimdi ne yapmalıyım?',rsp75
'Kaydımı silmek istiyorum, şimdi ne yapmam lazım?',rsp75
'Kaydımı silmek istiyorum, nasıl yapmam gerekiyor?',rsp75
'Kaydımı silmek istiyorum, nasıl yapmalıyım?',rsp75
'Kaydımı silmek istiyorum, nasıl olur?',rsp75
'Kaydımı silme işi için ne yapmalıyım?',rsp75
'Kaydımı silme işi için ne yapmam lazım?',rsp75
'Kaydımı silme işi için şimdi ne yapmalıyım?',rsp75
'Kaydımı silme işi için şimdi ne yapmam lazım?',rsp75
'Kaydımı silme işini nasıl yapmam gerekiyor?',rsp75
'Kaydımı silme işini nasıl yapmalıyım?',rsp75
'Kaydımı silme işi nasıl olur?',rsp75
'Kaydımı silme işlemi için ne yapmalıyım?',rsp75
'Kaydımı silme işlemi için ne yapmam lazım?',rsp75
'Kaydımı silme işlemi için şimdi ne yapmalıyım?',rsp75
'Kaydımı silme işlemi için şimdi ne yapmam lazım?',rsp75
'Kaydımı silme işlemi nasıl gerçekleşir?',rsp75
'Kaydımı silme işini nasıl yapmam gerekiyor?',rsp75
'Kaydımı silme işini nasıl yapmalıyım?',rsp75
'Kaydımı silme işi nasıl olur?',rsp75
'Kayıt dondurmak istiyorum.',rsp76
'Kayıt dondurmak istiyorum, ne yapmalıyım?',rsp76
'Kayıt dondurmak istiyorum, ne yapmam lazım?',rsp76
'Kayıt dondurmak istiyorum, şimdi ne yapmalıyım?',rsp76
'Kayıt dondurmak istiyorum, şimdi ne yapmam lazım?',rsp76
'Kayıt dondurmak istiyorum, nasıl yapmam gerekiyor?',rsp76
'Kayıt dondurmak istiyorum, nasıl yapmalıyım?',rsp76
'Kayıt dondurmak istiyorum, nasıl olur?',rsp76
'Kayıt dondurma işi için ne yapmalıyım?',rsp76
'Kayıt dondurma işi için ne yapmam lazım?',rsp76
'Kayıt dondurma işi için şimdi ne yapmalıyım?',rsp76
'Kayıt dondurma işi için şimdi ne yapmam lazım?',rsp76
'Kayıt dondurma işini nasıl yapmam gerekiyor?',rsp76
'Kayıt dondurma işini nasıl yapmalıyım?',rsp76
'Kayıt dondurma işi nasıl olur?',rsp76
'Kayıt dondurma işlemi için ne yapmalıyım?',rsp76
'Kayıt dondurma işlemi için ne yapmam lazım?',rsp76
'Kayıt dondurma işlemi için şimdi ne yapmalıyım?',rsp76
'Kayıt dondurma işlemi için şimdi ne yapmam lazım?',rsp76
'Kayıt dondurma işlemi nasıl gerçekleşir?',rsp76
'Kayıt dondurma işini nasıl yapmam gerekiyor?',rsp76
'Kayıt dondurma işini nasıl yapmalıyım?',rsp76
'Kayıt dondurma işi nasıl olur?',rsp76
'Kaydımı dondurmak istiyorum.',rsp76
'Kaydımı dondurmak istiyorum, ne yapmalıyım?',rsp76
'Kaydımı dondurmak istiyorum, ne yapmam lazım?',rsp76
'Kaydımı dondurmak istiyorum, şimdi ne yapmalıyım?',rsp76
'Kaydımı dondurmak istiyorum, şimdi ne yapmam lazım?',rsp76
'Kaydımı dondurmak istiyorum, nasıl yapmam gerekiyor?',rsp76
'Kaydımı dondurmak istiyorum, nasıl yapmalıyım?',rsp76
'Kaydımı dondurmak istiyorum, nasıl olur?',rsp76
'Kaydımı dondurma işi için ne yapmalıyım?',rsp76
'Kaydımı dondurma işi için ne yapmam lazım?',rsp76
'Kaydımı dondurma işi için şimdi ne yapmalıyım?',rsp76
'Kaydımı dondurma işi için şimdi ne yapmam lazım?',rsp76
'Kaydımı dondurma işini nasıl yapmam gerekiyor?',rsp76
'Kaydımı dondurma işini nasıl yapmalıyım?',rsp76
'Kaydımı dondurma işi nasıl olur?',rsp76
'Kaydımı dondurma işlemi için ne yapmalıyım?',rsp76
'Kaydımı dondurma işlemi için ne yapmam lazım?',rsp76
'Kaydımı dondurma işlemi için şimdi ne yapmalıyım?',rsp76
'Kaydımı dondurma işlemi için şimdi ne yapmam lazım?',rsp76
'Kaydımı dondurma işlemi nasıl gerçekleşir?',rsp76
'Kaydımı dondurma işini nasıl yapmam gerekiyor?',rsp76
'Kaydımı dondurma işini nasıl yapmalıyım?',rsp76
'Kaydımı dondurma işi nasıl olur?',rsp76
'Yabancı uyruklu öğrenciyım kayıt yaptırmak istiyorum',rsp77
'Yabancı uyruklu öğrenci nasıl kayıt yaptırır?',rsp77
'Yabancı uyruklu öğrenciler nasıl kayıt yaptır?',rsp77
'Yabancı uyruklu öğrencilerin kayıt için ne yapması lazım?',rsp77
'Yabancı uyruklu öğrencilerin kayıt için ne yapmaları lazım?',rsp77
'Yabancı uyruklu öğrencilerin kayıt için ne yapmaları gerekli?',rsp77
'Yabancı uyruklu öğrencilerin kayıtlarını nasıl yapmaları gerekir?',rsp77
'Yabancı uyruklu öğrencilerin kayıtlarını nasıl yapmaları lazım?',rsp77
'Yabancı öğrenciyım kayıt yaptırmak istiyorum',rsp77
'Yabancı öğrenci nasıl kayıt yaptırır?',rsp77
'Yabancı öğrenciler nasıl kayıt yaptır?',rsp77
'Yabancı öğrencilerin kayıt için ne yapması lazım?',rsp77
'Yabancı öğrencilerin kayıt için ne yapmaları lazım?',rsp77
'Yabancı öğrencilerin kayıt için ne yapmaları gerekli?',rsp77
'Yabancı öğrencilerin kayıtlarını nasıl yapmaları gerekir?',rsp77
'Yabancı öğrencilerin kayıtlarını nasıl yapmaları lazım?',rsp77
'Yabancı ülkeden öğrenci olarak geldim kayıt yaptırmak istiyorum.',rsp77
'Yabancı ülkeden öğrenci olarak geldim nasıl kayıt yaptırırım?',rsp77
'Yabancı ülkeden öğrenci olarak geldim kayıt için ne yapmalıyım?',rsp77
'Yabancı ülkeden öğrenci olarak geldim kayıt için ne yapmam lazım?',rsp77
'Yabancı ülkeden öğrenci olarak geldim kaydımı nasıl yapmam lazım?',rsp77
'Yabancı ülkeden öğrenci olarak geldim kaydımı nasıl yapmam gerekiyor?',rsp77
'Yabancı ülkeden öğrenci olarak geldim kaydımı nasıl yaparım?',rsp77
'Başka ülkeden geldim kayıt yaptırmak istiyorum.',rsp77
'Başka ülkeden geldim nasıl kayıt yaptırırım?',rsp77
'Başka ülkeden geldim kayıt için ne yapmalıyım?',rsp77
'Başka ülkeden geldim kayıt için ne yapmam lazım?',rsp77
'Başka ülkeden geldim kaydımı nasıl yapmam lazım?',rsp77
'Başka ülkeden geldim kaydımı nasıl yapmam gerekiyor?',rsp77
'Başka ülkeden geldim kaydımı nasıl yaparım?',rsp77
'Başka ülkeden öğrenci olarak geldim kayıt yaptırmak istiyorum.',rsp77
'Başka ülkeden öğrenci olarak geldim nasıl kayıt yaptırırım?',rsp77
